OrderID,OrderDate,CustomerID,CustomerName,CustomerEmail,Country,ProductID,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,SalesRegion
216,2/19/2025,1911,Dr. Tiffany Phillips,ylittle@cochran-murphy.info,Uganda,569,Furniture,T-Shirt,3,723.06,2169.18,North
217,1/27/2024,1708,Anthony Martinez,tcalhoun@yahoo.com,Italy,574,Furniture,Perfume,9,566.89,5102.01,Central
218,5/31/2025,1745,Christy Johnson,bingram@garcia-stevens.biz,Cape Verde,590,Beauty,Tennis Racket,8,837.51,6700.08,Central
219,2/7/2024,1715,Christine Schmidt,kristi06@floyd.com,Liechtenstein,586,Sports,Table,6,161.14,966.84,South
220,8/23/2024,1323,Desiree Ramirez,bowmanian@bowman-beck.com,Korea,538,Beauty,Bicycle,1,73.9,73.9,West
221,10/4/2023,1114,Amanda Gilbert,jeffrey17@cantrell.com,Cambodia,510,Sports,Perfume,10,995.7,9957,South
222,10/10/2023,1282,Wesley Bailey,taylornichols@yahoo.com,Tonga,534,Beauty,Tennis Racket,6,512.3,3073.8,East
223,7/27/2023,1572,Daniel Kelly,hannah12@patel.com,Slovakia (Slovak Republic),511,Sports,Table,5,263.51,1317.55,South
224,7/5/2024,1807,Susan Brewer,schultzmario@yahoo.com,Zimbabwe,597,Furniture,Tennis Racket,5,339.02,1695.1,West
225,1/7/2025,1706,Jeffrey Cantrell MD,zsanchez@gmail.com,Cayman Islands,550,Beauty,Laptop,8,235.11,1880.88,Central
226,3/19/2025,1929,Richard Arnold,taylortimothy@yahoo.com,Benin,595,Electronics,Shoes,1,83.52,83.52,West
227,12/7/2024,1938,Glen Gardner,schwartzraymond@gmail.com,Micronesia,514,Furniture,Bicycle,9,824.57,7421.13,East
228,8/9/2023,1587,Jill Wilson,butlermarcus@jackson-pierce.com,Chad,546,Sports,Perfume,8,112.39,899.12,North
229,2/24/2024,1372,Jennifer Campbell,sheryl21@hotmail.com,Eritrea,569,Clothing,Tennis Racket,10,538.82,5388.2,Central
230,11/29/2024,1610,Linda Barrett,kim84@berry.com,Saint Martin,589,Clothing,Shoes,1,452.97,452.97,South
231,4/7/2025,1778,Brandi White,xhardy@wilson.biz,Iran,582,Furniture,Tennis Racket,1,720.07,720.07,East
232,12/2/2023,1147,Jeff Curry,erikmccall@hotmail.com,Lebanon,574,Beauty,Laptop,9,402.98,3626.82,North
233,12/18/2023,1398,Shawn Weaver,jasonguerra@martin.com,Sudan,547,Clothing,Table,2,115.73,231.46,West
234,11/3/2023,1959,Joseph Massey,tammygregory@buchanan-carrillo.com,Latvia,547,Clothing,Sofa,1,773.18,773.18,Central
235,3/30/2024,1481,Alexis Watson,lawrencemoody@munoz-mason.com,Kiribati,561,Beauty,Laptop,10,130.4,1304,North
236,2/17/2025,1505,Ryan Garcia,mcgeecourtney@edwards-mckee.com,Bolivia,528,Clothing,Bicycle,3,10.14,30.42,North
237,8/15/2024,1240,Jonathan Fowler,stephanie99@gmail.com,Niger,511,Beauty,Table,10,439.37,4393.7,East
238,6/19/2025,1719,Gary Dunn,melaniewilliams@brown.com,Gabon,529,Furniture,Perfume,5,424.83,2124.15,West
239,2/16/2024,1866,Scott Hall,williamsoncarlos@moore-maldonado.com,Colombia,593,Beauty,T-Shirt,10,620.67,6206.7,North
240,2/12/2025,1585,Mrs. Julie Mosley,ddecker@alvarado-maynard.com,Lao People's Democratic Republic,579,Furniture,Bicycle,2,948.79,1897.58,Central
241,12/29/2024,1351,Timothy Brown,david69@yahoo.com,Gabon,558,Beauty,T-Shirt,5,860.7,4303.5,East
242,8/13/2023,1110,Pamela Smith,thawkins@weber-miranda.com,Paraguay,590,Electronics,Phone,2,223.13,446.26,North
243,12/2/2023,1350,Benjamin Mcguire,marcmoses@perry.com,Jordan,531,Clothing,Sofa,1,245.24,245.24,North
244,10/24/2024,1541,Erica Harrison,yhuffman@king-smith.com,Nauru,524,Electronics,Tennis Racket,7,737.61,5163.27,South
245,8/8/2024,1256,Robert Turner,cynthiajacobs@huffman-brandt.net,Japan,509,Clothing,Sofa,4,954.74,3818.96,West
246,5/20/2025,1747,Raymond Cardenas,smithjessica@lewis.biz,Switzerland,565,Sports,Tennis Racket,7,758.11,5306.77,North
247,6/24/2024,1132,Christopher Riley,monica87@hotmail.com,French Southern Territories,553,Sports,Shoes,10,853.27,8532.7,Central
248,7/29/2023,1321,Tammy Boone,marissagarrison@powell.com,Jordan,559,Clothing,Sofa,10,597.97,5979.7,Central
249,6/5/2025,1235,Daniel Gill,leslie86@yahoo.com,Myanmar,546,Sports,Table,2,921.49,1842.98,North
250,8/9/2023,1338,Austin Obrien,obentley@gmail.com,United States Minor Outlying Islands,529,Clothing,T-Shirt,4,551.53,2206.12,South
251,10/28/2023,1897,Misty Hickman,youngryan@yahoo.com,Burundi,556,Furniture,T-Shirt,4,897.44,3589.76,South
252,8/21/2023,1968,Melanie Watts,chavezbrandon@cox.biz,Thailand,542,Sports,Perfume,1,896.35,896.35,Central
253,8/27/2024,1497,Heidi Rose,victorianewman@hotmail.com,Cook Islands,527,Clothing,Bicycle,6,949.77,5698.62,North
254,8/11/2024,1775,Robert Brown,jessica69@hotmail.com,Costa Rica,513,Electronics,Shoes,8,351.28,2810.24,Central
255,9/26/2023,1253,Christine Jones,lrivera@yahoo.com,United States of America,559,Clothing,Perfume,3,766.79,2300.37,South
256,6/21/2024,1058,Melissa Hampton,alvaradoolivia@york.com,French Guiana,588,Clothing,Shoes,10,307.29,3072.9,North
257,12/31/2024,1993,Michael Anthony,mcbridedavid@henry.com,Bulgaria,590,Electronics,Bicycle,9,763.45,6871.05,West
258,12/4/2023,1513,Arthur Garcia,singhjavier@hotmail.com,Northern Mariana Islands,549,Electronics,Phone,10,670.56,6705.6,East
259,11/29/2023,1384,Mr. Andres Bullock DDS,dmedina@bailey.org,Jersey,569,Sports,Perfume,7,47.22,330.54,Central
260,1/25/2025,1542,Kimberly Khan,ohenderson@gmail.com,India,579,Beauty,Bicycle,9,635.15,5716.35,West
261,4/10/2025,1176,Wendy Villarreal,jenniferjohnson@lane.com,Cuba,587,Furniture,Table,6,180.64,1083.84,North
262,5/27/2025,1071,Michael Lopez,tyrone08@gmail.com,British Virgin Islands,586,Sports,Bicycle,9,474.4,4269.6,North
263,4/6/2024,1046,Marvin Hardin Jr.,rachel43@clark-smith.info,Luxembourg,589,Sports,Sofa,9,889.11,8001.99,South
264,2/23/2024,1513,Katherine Macdonald,matthew09@gmail.com,French Polynesia,559,Electronics,Bicycle,1,110.45,110.45,North
265,6/9/2025,1933,Vicki Good,thomas75@williamson.org,Canada,576,Furniture,Perfume,9,82.63,743.67,North
266,9/13/2023,1711,Brian Jackson,reginald22@martin.org,Gibraltar,595,Furniture,Tennis Racket,9,703.94,6335.46,South
267,9/12/2024,1058,Kelly Tanner,sandrajones@jordan-shaw.com,Slovakia (Slovak Republic),509,Furniture,Phone,2,272.47,544.94,East
268,9/21/2024,1399,Alexandra Lee,ethomas@gmail.com,Iceland,533,Sports,Table,4,431.45,1725.8,Central
269,1/25/2024,1801,Michael Jackson,romerocameron@hotmail.com,Maldives,510,Electronics,Sofa,6,618.61,3711.66,South
270,6/2/2024,1076,Julie Wells,tammy01@yahoo.com,Iceland,530,Clothing,Perfume,7,563.36,3943.52,East
271,7/17/2024,1044,Beth Schroeder,anaware@gmail.com,Bahrain,565,Electronics,Table,4,79.76,319.04,West
272,5/24/2024,1334,Jonathan Valentine,katherine63@yahoo.com,Afghanistan,555,Sports,T-Shirt,10,139.24,1392.4,East
273,4/23/2024,1582,Steven Gonzalez,reginastephens@giles.com,Venezuela,514,Clothing,Table,10,763,7630,South
274,11/30/2023,1792,Linda Garcia,cdavid@caldwell.com,Lesotho,534,Sports,Table,7,952.24,6665.68,North
275,10/27/2023,1651,Jason Hoover,hdavis@smith-sanchez.com,Cambodia,572,Beauty,Bicycle,3,733.25,2199.75,North
276,3/8/2025,1043,David Frost,elainedixon@wagner.com,Vietnam,581,Beauty,Table,5,109.98,549.9,South
277,1/6/2024,1512,Victor Perez,stacey09@forbes.com,Belgium,558,Furniture,Phone,9,584.7,5262.3,North
278,7/23/2024,1608,Bradley Hill,kmiller@yahoo.com,Lao People's Democratic Republic,531,Sports,Perfume,2,482.65,965.3,North
279,7/25/2024,1361,Dennis Johnson,doylerobert@huynh.com,Sri Lanka,581,Beauty,T-Shirt,7,612.52,4287.64,Central
280,1/13/2025,1743,Jason Rowland,lisamartin@gmail.com,Mauritania,509,Furniture,T-Shirt,7,522.86,3660.02,Central
281,8/19/2023,1466,Bryan Hernandez,abenton@yahoo.com,Cyprus,561,Clothing,Perfume,8,480.61,3844.88,South
282,6/24/2023,1538,Matthew Robinson,qhowell@gonzalez.com,Kazakhstan,529,Electronics,Perfume,10,699.33,6993.3,North
283,8/10/2024,1146,Steven Alvarado,clinton39@hood.com,Korea,505,Sports,Table,9,161.1,1449.9,West
284,7/5/2023,1758,Latoya Adkins,jeremy09@hughes-rodriguez.info,Peru,570,Clothing,Shoes,5,127.24,636.2,West
285,1/24/2025,1572,Diana Dennis,uacosta@yahoo.com,Norfolk Island,567,Clothing,Sofa,1,151.78,151.78,East
286,4/25/2024,1262,James Camacho,rruiz@gmail.com,Mauritius,538,Furniture,Table,7,237.38,1661.66,South
287,6/21/2024,1981,Angela Davis,hodgeswendy@yahoo.com,Finland,544,Sports,Perfume,1,889.69,889.69,East
288,5/1/2025,1693,Mr. George Goodman,pittmanjohn@hotmail.com,Saint Kitts and Nevis,593,Beauty,T-Shirt,7,622.78,4359.46,North
289,5/29/2025,1639,Cody Boyd,mercerjennifer@yahoo.com,Denmark,546,Sports,Tennis Racket,3,479.58,1438.74,North
290,12/29/2023,1476,Douglas Boone,davisjacob@reed-hamilton.com,Tokelau,561,Electronics,Sofa,5,816.04,4080.2,North
291,7/12/2023,1636,Randall Sanchez,turnerchristy@yahoo.com,Cuba,533,Beauty,Phone,6,808.05,4848.3,North
292,5/1/2025,1040,Johnny Wheeler,valerie43@gmail.com,Hong Kong,562,Furniture,Tennis Racket,9,119.81,1078.29,West
293,7/24/2023,1787,Timothy Hernandez,michele07@joyce.com,Angola,558,Furniture,Phone,10,720.64,7206.4,North
294,8/19/2023,1595,Kayla Wilson,wpowers@yahoo.com,United States Virgin Islands,547,Sports,Laptop,10,414.39,4143.9,North
295,10/12/2023,1255,Glenn Callahan,brianspencer@hotmail.com,Colombia,532,Sports,Shoes,6,781.38,4688.28,North
296,1/7/2024,1041,Barbara Tate,esanchez@hotmail.com,Zambia,509,Beauty,Shoes,10,374.27,3742.7,East
297,12/27/2024,1401,Chelsea Jackson,michaelwoods@jacobson.com,Brazil,501,Clothing,Tennis Racket,6,334.56,2007.36,South
298,11/26/2024,1687,Christopher Morgan,mmunoz@yahoo.com,Sweden,534,Clothing,Tennis Racket,10,547.45,5474.5,West
299,4/16/2024,1372,Jerry Martin,hannah23@gonzalez.com,Mexico,521,Clothing,Phone,3,490.72,1472.16,East
300,1/21/2024,1846,Kayla Morales,imercer@yahoo.com,Armenia,513,Electronics,Tennis Racket,3,19.18,57.54,South
301,8/28/2024,1366,Sarah Compton,eanderson@yahoo.com,Martinique,523,Electronics,Bicycle,5,810.39,4051.95,West
302,4/23/2025,1208,Mrs. Brenda Jenkins,lorihill@gmail.com,Sierra Leone,537,Clothing,Perfume,7,833.98,5837.86,North
303,4/20/2024,1200,Michael Melton,laura76@richards-castaneda.org,Monaco,528,Clothing,Phone,4,334.25,1337,East
304,7/29/2023,1964,Alexis Harris,rubiomelissa@yahoo.com,Marshall Islands,568,Furniture,T-Shirt,7,685.05,4795.35,West
305,10/17/2024,1953,Thomas Mack,phoward@hotmail.com,India,595,Clothing,Perfume,2,743.74,1487.48,North
306,3/31/2024,1038,Amy Rush,jessicacontreras@yahoo.com,Kyrgyz Republic,576,Electronics,Bicycle,2,79.58,159.16,West
307,4/12/2025,1214,Frank Jones,aprilthomas@martinez-arnold.com,Nicaragua,583,Beauty,Laptop,2,828.58,1657.16,East
308,1/21/2025,1523,Charles Miller,whood@gmail.com,Bahrain,589,Clothing,T-Shirt,5,51.53,257.65,Central
309,2/9/2024,1065,Stephen Baker,levygabriel@gmail.com,New Caledonia,571,Sports,T-Shirt,7,433.48,3034.36,South
310,7/13/2023,1123,Joseph Green,longjill@brooks-mitchell.info,Lebanon,551,Beauty,Bicycle,3,616.15,1848.45,North
311,11/21/2024,1196,Rhonda Hardy,alexis46@hotmail.com,Mongolia,545,Electronics,Bicycle,4,13.15,52.6,West
312,11/8/2024,1993,Alexa Dixon,michaelwebster@ramirez.org,Cayman Islands,565,Electronics,Phone,10,634.65,6346.5,South
313,4/26/2025,1973,Charles Fernandez,whiteheadabigail@gmail.com,Benin,548,Furniture,Table,9,804.73,7242.57,South
314,9/7/2024,1296,Kristin King,ryan20@yahoo.com,Saint Martin,501,Clothing,Shoes,8,934.81,7478.48,West
315,1/17/2024,1805,Alexandria Garcia,matthewmartinez@smith.com,Dominican Republic,566,Furniture,Table,10,351.35,3513.5,South
316,11/10/2023,1334,Derek Benton,gregory52@yahoo.com,French Southern Territories,560,Beauty,Table,5,937.43,4687.15,Central
317,7/24/2023,1428,Raymond Downs,hmoore@campbell-davis.net,Belize,581,Sports,Shoes,2,366.13,732.26,Central
318,5/31/2025,1987,Cole Wood,michelebarr@adams-huffman.com,Mali,514,Beauty,Tennis Racket,3,149.21,447.63,Central
319,3/22/2025,1544,Heather Willis,larry41@yahoo.com,Yemen,535,Electronics,Shoes,6,532.64,3195.84,Central
320,11/13/2023,1594,Caleb Weaver,elara@gmail.com,Paraguay,538,Furniture,Perfume,10,562.97,5629.7,West
321,8/20/2023,1573,Mary Fitzgerald,hernandezstacey@henderson.net,United Arab Emirates,536,Beauty,Laptop,2,28.69,57.38,West
322,3/8/2025,1195,Joanne Green,freemanronald@yahoo.com,Taiwan,546,Electronics,Sofa,10,671.21,6712.1,South
323,3/4/2025,1034,Greg Nelson,mhill@yahoo.com,Sweden,576,Beauty,Table,7,693,4851,East
324,5/4/2025,1770,Gregory Lopez,andersonvalerie@hotmail.com,Saint Martin,597,Clothing,Sofa,6,289,1734,Central
325,6/18/2024,1528,Donald Greer,brownkelly@green-cook.com,Bosnia and Herzegovina,530,Beauty,Shoes,10,611.37,6113.7,North
326,2/28/2024,1774,John Carney,vchavez@moon.com,Svalbard & Jan Mayen Islands,573,Furniture,Table,7,423.34,2963.38,Central
327,7/27/2023,1833,Christopher Gallagher,loganrice@osborn.com,Gambia,558,Furniture,Laptop,1,254.38,254.38,South
328,3/14/2025,1191,Danielle Miller,williamscarlos@hotmail.com,Macedonia,528,Clothing,Laptop,5,251.63,1258.15,South
329,5/30/2024,1871,Theresa Hill,anthonyphillips@gmail.com,Latvia,504,Electronics,Table,10,49.67,496.7,North
330,7/20/2024,1709,Eric Griffith,keithmitchell@cervantes.com,Korea,573,Clothing,Laptop,9,651.29,5861.61,West
331,3/30/2025,1038,Matthew Rios,awatkins@gmail.com,Palestinian Territory,583,Furniture,Bicycle,5,178.04,890.2,West
332,8/24/2024,1353,Kelly Garcia,qjones@robinson.com,South Georgia and the South Sandwich Islands,583,Electronics,Perfume,1,314.76,314.76,East
333,2/1/2025,1586,Derrick Moore,brian52@hotmail.com,El Salvador,542,Beauty,Table,2,377.7,755.4,East
334,6/14/2024,1839,Mark Rojas,serranolisa@gmail.com,Congo,518,Sports,Shoes,8,326.3,2610.4,West
335,9/29/2023,1598,Katherine Marshall DDS,garciajessica@robinson.biz,Cuba,565,Clothing,Sofa,8,370.94,2967.52,Central
336,4/14/2024,1747,Amy Davis,jessica49@burns.org,Niger,594,Sports,T-Shirt,10,210.58,2105.8,South
337,10/3/2024,1221,Stephen Smith,amywhite@curry.com,New Zealand,571,Sports,Bicycle,5,385.45,1927.25,South
338,10/5/2023,1676,Robert Ellis,traceymurphy@williams.biz,Vanuatu,587,Sports,Bicycle,3,429.31,1287.93,East
339,4/28/2025,1096,Joseph Ward,alvarezlindsey@yahoo.com,Iraq,592,Clothing,Tennis Racket,3,812.56,2437.68,South
340,11/30/2023,1610,Troy Greene,murphylucas@hotmail.com,Dominican Republic,563,Clothing,Shoes,8,579.55,4636.4,Central
341,2/13/2025,1512,Charles Edwards,jenniferwalker@macias.com,Ecuador,504,Beauty,Perfume,1,897.49,897.49,Central
342,7/31/2024,1147,Alexander Young,joshua47@hale-thompson.info,Bolivia,515,Electronics,Phone,10,254.12,2541.2,Central
343,5/4/2025,1418,Allison Mullins,brandyterry@smith.com,Lebanon,510,Electronics,Tennis Racket,6,648.4,3890.4,South
344,12/10/2024,1172,Briana Johnson,hannah17@coleman.com,French Polynesia,543,Sports,Tennis Racket,5,56.65,283.25,South
345,4/21/2025,1793,Lisa Stanley,darleneraymond@yahoo.com,Canada,575,Beauty,Table,2,210.23,420.46,North
346,8/22/2023,1698,Paul Chambers,christian28@smith.com,South Africa,581,Beauty,Phone,7,77.84,544.88,West
347,7/17/2023,1886,Patrick Hammond,kelleyjennifer@yahoo.com,Serbia,564,Furniture,Shoes,2,792.87,1585.74,North
348,2/25/2024,1094,Kerry Hansen,singletonjohnathan@hotmail.com,Guernsey,584,Electronics,Perfume,4,48.66,194.64,Central
349,4/9/2025,1354,Leslie Lopez,gbailey@yahoo.com,Thailand,512,Beauty,Phone,4,852.72,3410.88,South
350,5/22/2024,1623,Ashley Henry,garciachristian@hotmail.com,Liechtenstein,525,Sports,Shoes,5,94.54,472.7,North
351,6/24/2023,1235,Daniel Becker,blairthomas@hotmail.com,French Southern Territories,564,Furniture,Table,1,730.86,730.86,East
352,11/3/2024,1780,Lisa Nichols,ericwallace@yahoo.com,Iceland,589,Furniture,Tennis Racket,2,126.87,253.74,West
353,11/4/2023,1103,Carlos Farley,alexandriarowe@yahoo.com,Serbia,554,Sports,Sofa,8,78.9,631.2,East
354,1/24/2025,1857,James Schneider,adamsalazar@yahoo.com,Morocco,510,Sports,Phone,1,38.77,38.77,North
355,12/26/2023,1774,Jill Perry,lwilliams@hotmail.com,Latvia,531,Furniture,Tennis Racket,2,620.83,1241.66,West
356,9/1/2024,1084,Larry Johnson,olivia33@hotmail.com,Romania,554,Beauty,Tennis Racket,3,208.06,624.18,South
357,11/17/2023,1854,Jon Fry,colemandonald@hotmail.com,New Caledonia,576,Electronics,Table,3,610.27,1830.81,North
358,2/8/2025,1396,William Benjamin,fchase@mitchell.com,Tunisia,597,Furniture,Tennis Racket,5,182.57,912.85,North
359,3/19/2025,1709,Kevin Sweeney,heathcharles@baird.org,Spain,537,Sports,T-Shirt,3,565.74,1697.22,West
360,4/8/2025,1680,Christopher Wiley,whitedarlene@hotmail.com,Iran,525,Beauty,Bicycle,4,657.14,2628.56,North
361,8/22/2023,1952,Sarah Garrett,sharonreyes@yahoo.com,Western Sahara,541,Sports,T-Shirt,9,100.66,905.94,South
362,6/16/2024,1524,Jeffrey Koch,erin30@gmail.com,India,557,Electronics,Shoes,9,789.02,7101.18,Central
363,12/12/2024,1795,Alexis Reynolds,tylerjohnson@hotmail.com,Pakistan,551,Furniture,Shoes,1,827.7,827.7,North
364,2/4/2025,1627,Jennifer Gordon,alexanderwagner@young.info,Cuba,530,Sports,Sofa,6,70.4,422.4,East
365,11/15/2023,1636,Sara Ponce,ryan23@peterson.info,Svalbard & Jan Mayen Islands,589,Beauty,Table,3,93.63,280.89,South
366,6/2/2025,1940,Jennifer Martin,gwheeler@gmail.com,French Southern Territories,501,Beauty,Tennis Racket,6,294.87,1769.22,North
367,1/21/2024,1128,Jimmy Harris,mitchelltara@solomon-smith.com,Albania,545,Sports,Tennis Racket,3,96.76,290.28,East
368,3/19/2024,1747,Carla Johnson,tlewis@taylor.info,Chile,520,Sports,Phone,10,813.79,8137.9,North
369,6/11/2024,1595,Cynthia Webb,snyderbarbara@gmail.com,France,522,Beauty,Table,4,577.32,2309.28,Central
370,5/5/2025,1949,Samantha Hester,bensondavid@hotmail.com,Slovenia,590,Clothing,Shoes,10,492.6,4926,West
371,7/6/2023,1596,Kimberly Richardson,zsampson@hotmail.com,Sao Tome and Principe,596,Electronics,Laptop,6,51.2,307.2,South
372,2/23/2025,1976,Mitchell Rivera,murrayjasmine@banks.com,Saint Vincent and the Grenadines,552,Electronics,Perfume,6,684.53,4107.18,Central
373,4/18/2024,1464,Erika Alexander,christinasimmons@mcdonald-hess.com,Serbia,571,Sports,Shoes,8,335.29,2682.32,South
374,12/29/2024,1340,Melinda Anderson,ortizjennifer@davies-giles.info,Libyan Arab Jamahiriya,560,Electronics,Laptop,3,163.06,489.18,West
375,2/22/2025,1995,Richard Mckinney,callahanjeffrey@bates-guzman.com,France,577,Sports,T-Shirt,6,538.71,3232.26,Central
376,11/18/2024,1642,Mason Patel,emilymckee@hotmail.com,Mayotte,569,Electronics,Tennis Racket,4,409.54,1638.16,Central
377,8/8/2023,1113,Melissa Pratt,vaughnrachel@harper.com,Swaziland,524,Electronics,Phone,10,580.4,5804,Central
378,3/16/2025,1538,Kimberly Hamilton,johnlevine@yahoo.com,Georgia,532,Clothing,Bicycle,9,599.1,5391.9,South
379,7/25/2023,1499,Mason Anderson,hallrandy@avila.com,Luxembourg,582,Clothing,Bicycle,8,965.25,7722,East
380,8/7/2023,1059,Lisa Chan,randy14@townsend.com,Georgia,503,Clothing,Tennis Racket,2,553.98,1107.96,North
381,7/22/2024,1057,Gary Zamora,ashley26@gmail.com,Central African Republic,563,Electronics,Phone,10,608.73,6087.3,South
382,6/27/2024,1970,Anthony Munoz,michael39@yahoo.com,Guinea,522,Sports,Table,2,352.28,704.56,South
383,7/21/2023,1388,Joel Fry,sbrooks@yahoo.com,Hungary,575,Sports,Sofa,2,388.76,777.52,North
384,3/7/2024,1132,Jay Neal,rodriguezthomas@williams.com,Sierra Leone,544,Clothing,Perfume,10,380.31,3803.1,West
385,2/19/2024,1922,Courtney Black,croberts@yahoo.com,Paraguay,551,Sports,Table,5,307.27,1536.35,East
386,6/10/2025,1863,Jorge Lee,alexandernicholas@duran.org,Albania,556,Clothing,Shoes,9,468.79,4219.11,Central
387,6/8/2024,1256,Jessica Gibson,henryjill@hotmail.com,Venezuela,534,Beauty,Phone,8,307.62,2460.96,Central
388,9/2/2024,1174,Shelly Davis,pierceandrew@harris.org,Argentina,544,Clothing,Shoes,2,70.68,141.36,South
389,10/27/2023,1510,Emily Brown,annawhite@gmail.com,San Marino,599,Electronics,T-Shirt,2,238.13,476.26,East
390,3/20/2024,1083,Benjamin Wiley,marcusperkins@myers-martin.com,Italy,511,Sports,Sofa,7,83.45,584.15,Central
391,6/30/2024,1112,Michael Foster,bchavez@yahoo.com,Austria,526,Beauty,Laptop,8,957.68,7661.44,Central
392,12/30/2024,1775,James Combs Jr.,stewartvictoria@hotmail.com,Western Sahara,522,Furniture,Shoes,7,79.57,556.99,North
393,7/17/2024,1532,Darrell Boyd,dawn26@hotmail.com,Cambodia,531,Clothing,Phone,4,323.9,1295.6,North
394,2/25/2024,1696,Mitchell Mendoza,jeffreyrodriguez@yahoo.com,El Salvador,515,Beauty,Sofa,1,388.4,388.4,Central
395,6/7/2024,1739,Jacqueline Alvarez,esmith@gomez.biz,Finland,567,Sports,Laptop,9,562.16,5059.44,West
396,2/17/2024,1870,Daniel Bonilla,lpetersen@richardson-jacobs.com,Mozambique,507,Sports,Bicycle,7,287.73,2014.11,South
397,3/27/2025,1720,Jillian Solomon,samantha24@moore-bonilla.biz,India,562,Sports,Shoes,7,646.65,4526.55,North
398,1/26/2024,1541,David Davis,karencooper@gmail.com,Macao,579,Beauty,Laptop,7,530.46,3713.22,West
399,10/9/2024,1317,Chelsea Rangel,tara12@gmail.com,Germany,552,Sports,Laptop,7,168.14,1176.98,North
400,5/28/2024,1911,David Barron,davidzimmerman@yahoo.com,Kuwait,587,Furniture,Phone,9,424.24,3818.16,North
401,12/11/2023,1856,Katherine Sanchez,nortonmegan@yahoo.com,Costa Rica,536,Sports,Shoes,1,981.07,981.07,East
402,8/5/2024,1018,Margaret Bailey,barrmaria@jones.org,Kyrgyz Republic,539,Clothing,Tennis Racket,9,512.08,4608.72,South
403,11/10/2023,1482,Anna Chapman,jimmy15@wilson.com,Kazakhstan,535,Furniture,Bicycle,1,870.46,870.46,South
404,1/15/2024,1517,Angel Patel MD,samuel43@perkins-sanchez.com,Kiribati,522,Electronics,Laptop,8,42.04,336.32,Central
405,6/29/2024,1410,Amanda Lopez,donaldmendoza@richard-anderson.com,Namibia,553,Electronics,Tennis Racket,3,350.69,1052.07,North
406,8/29/2024,1408,Bradley Dean,andreluna@chen.com,Lesotho,544,Sports,Sofa,9,751.52,6763.68,East
407,5/20/2025,1052,Juan Newman,efrank@hotmail.com,United States Minor Outlying Islands,524,Beauty,Laptop,5,975.48,4877.4,South
408,3/30/2025,1292,Christine Shepard,kathryn59@hill.com,France,598,Clothing,Tennis Racket,3,941.56,2824.68,South
409,6/3/2024,1595,Samuel Arias,jacobpeters@petersen.org,Brazil,505,Beauty,Sofa,3,405.41,1216.23,West
410,7/15/2024,1115,Wendy Wade,markhall@larson.com,China,503,Beauty,Laptop,6,816.6,4899.6,North
411,2/27/2024,1176,Heather Johnson,sarah76@yahoo.com,France,533,Clothing,Perfume,5,623.33,3116.65,West
412,11/4/2024,1276,Ronald Harvey,kimvelasquez@gmail.com,Antigua and Barbuda,548,Sports,Table,10,884.62,8846.2,East
413,6/1/2025,1094,Melanie Davis,marshallshannon@gibson.net,Nauru,596,Beauty,Phone,2,292.23,584.46,West
414,10/6/2023,1033,April West,ronald47@walker.biz,Botswana,584,Electronics,Perfume,9,925.55,8329.95,East
415,1/2/2025,1778,Benjamin Adams,uashley@hotmail.com,Germany,567,Sports,Bicycle,8,974.04,7792.32,South
416,8/22/2023,1527,Jennifer Nichols,hughesalicia@jensen.net,Cocos (Keeling) Islands,570,Sports,Table,9,201.65,1814.85,Central
417,8/19/2023,1713,David Garrison,ecopeland@gmail.com,Greece,525,Furniture,Perfume,4,435.98,1743.92,South
418,9/30/2023,1809,Andrew Clark,nelsonjennifer@howard.net,Taiwan,508,Clothing,Tennis Racket,5,531.29,2656.45,North
419,6/11/2025,1275,Courtney Harris,patricia45@payne.net,Uruguay,592,Clothing,Sofa,8,46.84,374.72,Central
420,7/3/2023,1635,Steven Spears,hbryan@adams-rodgers.com,Madagascar,541,Electronics,Phone,7,312.44,2187.08,Central
421,8/5/2023,1794,Troy Lewis,frazierrebecca@francis-wolf.com,Montenegro,520,Electronics,Perfume,10,739.32,7393.2,North
422,12/3/2023,1654,Lisa Scott,alexandra01@hotmail.com,Nigeria,535,Sports,Sofa,7,373.25,2612.75,East
423,4/9/2024,1943,Rodney Thompson,tiffanyjohnson@hotmail.com,Sweden,545,Electronics,Phone,3,877.11,2631.33,South
424,7/28/2024,1062,Tammy Olsen,salasderrick@johnson.org,Botswana,556,Clothing,Tennis Racket,3,534.63,1603.89,South
425,12/27/2024,1531,Derrick Dean,ohooper@carpenter-porter.org,Puerto Rico,584,Electronics,Table,5,187.72,938.6,East
426,4/30/2025,1788,Mrs. Rachel Small,natalie42@gmail.com,Western Sahara,571,Beauty,Perfume,4,278.52,1114.08,Central
427,11/18/2024,1704,Scott Ramirez,nancywallace@soto.com,Cameroon,505,Beauty,Table,1,927.39,927.39,South
428,6/5/2024,1962,Monica Parks,catherinesmith@mcdonald.com,Syrian Arab Republic,550,Furniture,T-Shirt,2,176.92,353.84,South
429,8/19/2023,1796,Anthony Johnson,brodriguez@gmail.com,Tunisia,559,Clothing,Laptop,7,893.96,6257.72,Central
430,1/8/2024,1879,Dr. Daniel Thomas,orussell@allen.com,Peru,579,Electronics,Table,7,689.28,4824.96,West
